Invoice Number,Field_1,Vendor,Pin code,Field_2,Invoice Date,Field_3,Tax(18%),Field_4,Total Price,Field_5,Total Amount,Field_6,Sum,Field_7,SUMIF
INV-57556,,Vendor,36392,,21-Apr-24,,4138,,18851,,22989,,22989,,
INV-87374,,Vendor,30493,,3-May-24,,2438,,11105,,13543,,13543,,
INV-29250,,Vendor,77912,,11-Apr-24,,14317,,65220,,79537,,79537,,
INV-42661,,Vendor,61966,,2-May-24,,4607,,20985,,25592,,25592,,
INV-44699,,Vendor,70401,,7-Apr-24,,9729,,44322,,54051,,54051,,
INV-79774,,Vendor,79917,,14-Apr-24,,1191,,5427,,6618,,6618,,
INV-20999,,Vendor,27033,,26-Apr-24,,14754,,67214,,81969,,81969,,
INV-66709,,Vendor,19307,,4-May-24,,17074,,77783,,94857,,94857,,
INV-63299,,Vendor,80822,,9-Apr-24,,1358,,6187,,7546,,7546,,
INV-25479,,Vendor,46546,,5-May-24,,10488,,47778,,58265,,58265,,
INV-19165,,Vendor,45846,,4-May-24,,10191,,46426,,56617,,56617,,
INV-13334,,Vendor,23701,,4-May-24,,1417,,6456,,7874,,7874,,
INV-28997,,Vendor,93373,,23-Apr-24,,10275,,46810,,57085,,57085,,
INV-61693,,Vendor,70065,,1-May-24,,2235,,10183,,12418,,12418,,
INV-31820,,Vendor,65961,,8-Apr-24,,16903,,77004,,93907,,93907,,
INV-21246,,Vendor,47614,,15-Apr-24,,4043,,18420,,22464,,22464,,
INV-46891,,Vendor,83599,,16-Apr-24,,788,,3590,,4378,,4378,,
INV-76795,,Vendor,10622,,9-Apr-24,,17469,,79580,,97049,,97049,,
INV-66979,,Vendor,63225,,22-Apr-24,,143,,652,,795,,795,,
INV-23877,,Vendor,49689,,16-Apr-24,,14994,,68306,,83300,,83300,,
INV-25257,,Vendor,95443,,7-Apr-24,,749,,3410,,4158,,4158,,
INV-28731,,Vendor,76909,,16-Apr-24,,14841,,67608,,82449,,82449,,
INV-67071,,Vendor,55148,,27-Apr-24,,9935,,45262,,55197,,55197,,
INV-85553,,Vendor,79146,,9-Apr-24,,17067,,77752,,94819,,94819,,
INV-76235,,Vendor,43584,,9-Apr-24,,8473,,38598,,47070,,47070,,
INV-75996,,Vendor,79332,,25-Apr-24,,11563,,52676,,64239,,64239,,
INV-23197,,Vendor,66370,,13-Apr-24,,8951,,40779,,49731,,49731,,
INV-89385,,Vendor,40986,,8-Apr-24,,4553,,20743,,25297,,25297,,
INV-83836,,Vendor,73388,,23-Apr-24,,8068,,36754,,44822,,44822,,
INV-11998,,Vendor,18275,,4-May-24,,6609,,30108,,36718,,36718,,
INV-15128,,Vendor,39156,,8-Apr-24,,12075,,55010,,67085,,67085,,
INV-93719,,Vendor,50580,,13-Apr-24,,3239,,14756,,17995,,17995,,
INV-26527,,Vendor,43467,,1-May-24,,12958,,59029,,71987,,71987,,
INV-44853,,Vendor,23685,,21-Apr-24,,14296,,65127,,79423,,79423,,
INV-30098,,Vendor,63003,,6-May-24,,4126,,18795,,22920,,22920,,
INV-30334,,Vendor,69510,,23-Apr-24,,10497,,47820,,58317,,58317,,
INV-45386,,Vendor,32604,,21-Apr-24,,12429,,56621,,69050,,69050,,
INV-47246,,Vendor,48396,,6-May-24,,11714,,53363,,65077,,65077,,
INV-74317,,Vendor,78767,,7-Apr-24,,14531,,66197,,80729,,80729,,
INV-75356,,Vendor,52852,,10-Apr-24,,17396,,79250,,96646,,96646,,
INV-78887,,Vendor,67227,,17-Apr-24,,10517,,47913,,58430,,58430,,
INV-75055,,Vendor,48614,,8-Apr-24,,6800,,30980,,37780,,37780,,
INV-11986,,Vendor,52691,,28-Apr-24,,1636,,7452,,9088,,9088,,
INV-68243,,Vendor,96872,,18-Apr-24,,8616,,39249,,47865,,47865,,
INV-82438,,Vendor,89677,,30-Apr-24,,4910,,22370,,27280,,27280,,
INV-28644,,Vendor,48714,,14-Apr-24,,3583,,16321,,19903,,19903,,
INV-84726,,Vendor,54931,,25-Apr-24,,3495,,15923,,19418,,19418,,
INV-16338,,Vendor,72643,,16-Apr-24,,10363,,47209,,57572,,57572,,
INV-41679,,Vendor,88317,,2-May-24,,2884,,13137,,16021,,16021,,
INV-73534,,Vendor,24940,,18-Apr-24,,10159,,46278,,56437,,56437,,
INV-68442,,Vendor,68955,,27-Apr-24,,6090,,27744,,33834,,33834,,
INV-39207,,Vendor,68059,,19-Apr-24,,14625,,66624,,81248,,81248,,
INV-21162,,Vendor,83257,,18-Apr-24,,2072,,9438,,11510,,11510,,
INV-76934,,Vendor,72230,,10-Apr-24,,7771,,35401,,43171,,43171,,
INV-30401,,Vendor,24153,,21-Apr-24,,9971,,45421,,55392,,55392,,
INV-26757,,Vendor,15758,,6-May-24,,7831,,35673,,43503,,43503,,
INV-78878,,Vendor,50181,,29-Apr-24,,15769,,71835,,87604,,87604,,
INV-25895,,Vendor,83498,,21-Apr-24,,9338,,42542,,51880,,51880,,
INV-74015,,Vendor,32590,,21-Apr-24,,4465,,20340,,24805,,24805,,
INV-15141,,Vendor,52222,,8-Apr-24,,16313,,74317,,90630,,90630,,
INV-63130,,Vendor,71069,,18-Apr-24,,9950,,45330,,55280,,55280,,
INV-14523,,Vendor,35968,,23-Apr-24,,14101,,64239,,78340,,78340,,
INV-84277,,Vendor,70277,,19-Apr-24,,10613,,48348,,58961,,58961,,
INV-31702,,Vendor,61258,,14-Apr-24,,17099,,77898,,94997,,94997,,
INV-92928,,Vendor,11202,,12-Apr-24,,8722,,39736,,48458,,48458,,
INV-70539,,Vendor,82641,,23-Apr-24,,12991,,59183,,72175,,72175,,
INV-21920,,Vendor,34621,,12-Apr-24,,3845,,17518,,21363,,21363,,
INV-47643,,Vendor,11380,,28-Apr-24,,5282,,24063,,29346,,29346,,
INV-36248,,Vendor,25173,,18-Apr-24,,10295,,46901,,57197,,57197,,
INV-69934,,Vendor,53060,,1-May-24,,9159,,41724,,50883,,50883,,
INV-84846,,Vendor,82702,,22-Apr-24,,14955,,68130,,83085,,83085,,
INV-21322,,Vendor,27865,,3-May-24,,17763,,80919,,98682,,98682,,
INV-71109,,Vendor,19398,,27-Apr-24,,14016,,63849,,77865,,77865,,
INV-85220,,Vendor,56661,,6-May-24,,2791,,12715,,15506,,15506,,
INV-35888,,Vendor,33140,,25-Apr-24,,16881,,76900,,93781,,93781,,
INV-33333,,Vendor,95802,,30-Apr-24,,8877,,40441,,49318,,49318,,
INV-74848,,Vendor,83417,,22-Apr-24,,15556,,70868,,86424,,86424,,
INV-42559,,Vendor,33261,,20-Apr-24,,16239,,73978,,90218,,90218,,
INV-20981,,Vendor,38854,,3-May-24,,16109,,73386,,89496,,89496,,
INV-98425,,Vendor,85602,,15-Apr-24,,10037,,45726,,55763,,55763,,
INV-95815,,Vendor,87559,,15-Apr-24,,9972,,45430,,55402,,55402,,
INV-70681,,Vendor,10212,,1-May-24,,6676,,30411,,37087,,37087,,
INV-59857,,Vendor,44949,,4-May-24,,15040,,68514,,83553,,83553,,
INV-26505,,Vendor,31150,,20-Apr-24,,14119,,64320,,78440,,78440,,
INV-55039,,Vendor,15098,,16-Apr-24,,2896,,13193,,16089,,16089,,
INV-91894,,Vendor,35552,,28-Apr-24,,9901,,45103,,55004,,55004,,
INV-50264,,Vendor,55227,,7-Apr-24,,13093,,59644,,72737,,72737,,
INV-34640,,Vendor,97309,,14-Apr-24,,16307,,74288,,90596,,90596,,
INV-21152,,Vendor,22508,,17-Apr-24,,6515,,29680,,36195,,36195,,
INV-20752,,Vendor,95161,,3-May-24,,4006,,18248,,22254,,22254,,
INV-17000,,Vendor,43238,,12-Apr-24,,4418,,20129,,24547,,24547,,
INV-47161,,Vendor,12001,,8-Apr-24,,13119,,59766,,72885,,72885,,
INV-74299,,Vendor,51983,,24-Apr-24,,1127,,5132,,6259,,6259,,
INV-13682,,Vendor,67677,,1-May-24,,9680,,44098,,53778,,53778,,
INV-25163,,Vendor,50835,,25-Apr-24,,1652,,7525,,9177,,9177,,
INV-35601,,Vendor,41403,,9-Apr-24,,2864,,13048,,15912,,15912,,
INV-37644,,Vendor,25580,,20-Apr-24,,1051,,4786,,5837,,5837,,
INV-62278,,Vendor,31635,,12-Apr-24,,17399,,79261,,96659,,96659,,
INV-40426,,Vendor,19531,,20-Apr-24,,13832,,63012,,76843,,76843,,
INV-94544,,Vendor,10620,,4-May-24,,2591,,11804,,14395,,14395,,
INV-85530,,Vendor,29748,,20-Apr-24,,13830,,63002,,76832,,76832,,
INV-92348,,Vendor,82617,,6-May-24,,3804,,17329,,21133,,21133,,
INV-83371,,Vendor,51837,,24-Apr-24,,2446,,11141,,13587,,13587,,
INV-79629,,Vendor,50066,,21-Apr-24,,6832,,31125,,37957,,37957,,
INV-87038,,Vendor,68507,,6-May-24,,17074,,77783,,94857,,94857,,
INV-99028,,Vendor,43797,,20-Apr-24,,8238,,37528,,45766,,45766,,
INV-58264,,Vendor,83092,,21-Apr-24,,5835,,26579,,32414,,32414,,
INV-19913,,Vendor,91322,,15-Apr-24,,11341,,51666,,63007,,63007,,
INV-20631,,Vendor,10595,,19-Apr-24,,6724,,30631,,37355,,37355,,
INV-35823,,Vendor,37613,,5-May-24,,14168,,64542,,78710,,78710,,
INV-91376,,Vendor,86528,,1-May-24,,8195,,37332,,45527,,45527,,
INV-85167,,Vendor,91267,,15-Apr-24,,9863,,44932,,54796,,54796,,
INV-36485,,Vendor,16262,,2-May-24,,7413,,33771,,41184,,41184,,
INV-25837,,Vendor,25436,,7-Apr-24,,8919,,40630,,49548,,49548,,
INV-66912,,Vendor,12867,,3-May-24,,9460,,43096,,52557,,52557,,
INV-19591,,Vendor,25667,,24-Apr-24,,5208,,23726,,28934,,28934,,
INV-49937,,Vendor,17173,,8-Apr-24,,13765,,62707,,76472,,76472,,
INV-95603,,Vendor,64535,,18-Apr-24,,7523,,34272,,41795,,41795,,
INV-76186,,Vendor,83942,,28-Apr-24,,1175,,5355,,6530,,6530,,
INV-21530,,Vendor,19885,,5-May-24,,9075,,41343,,50419,,50419,,
INV-38387,,Vendor,47370,,29-Apr-24,,6873,,31311,,38185,,38185,,
INV-98396,,Vendor,72400,,26-Apr-24,,4567,,20806,,25374,,25374,,
INV-36150,,Vendor,27321,,15-Apr-24,,16786,,76471,,93257,,93257,,
INV-94543,,Vendor,93401,,6-May-24,,10453,,47620,,58073,,58073,,
INV-61386,,Vendor,58269,,28-Apr-24,,8205,,37378,,45583,,45583,,
INV-48039,,Vendor,63969,,13-Apr-24,,3048,,13885,,16932,,16932,,
INV-21238,,Vendor,57401,,17-Apr-24,,9952,,45338,,55290,,55290,,
INV-38864,,Vendor,32962,,16-Apr-24,,773,,3520,,4293,,4293,,
INV-93518,,Vendor,85619,,8-Apr-24,,10928,,49783,,60711,,60711,,
INV-69415,,Vendor,28517,,16-Apr-24,,2690,,12255,,14945,,14945,,
INV-30322,,Vendor,54357,,6-May-24,,17569,,80038,,97607,,97607,,
INV-66650,,Vendor,96090,,4-May-24,,2846,,12964,,15810,,15810,,
INV-25176,,Vendor,12311,,10-Apr-24,,11334,,51633,,62967,,62967,,
INV-78501,,Vendor,88035,,7-Apr-24,,1812,,8256,,10068,,10068,,
INV-67165,,Vendor,38932,,8-Apr-24,,2070,,9430,,11500,,11500,,
INV-55297,,Vendor,66728,,27-Apr-24,,6734,,30677,,37411,,37411,,
INV-23048,,Vendor,77696,,21-Apr-24,,13092,,59639,,72731,,72731,,
INV-48389,,Vendor,74901,,28-Apr-24,,15372,,70026,,85397,,85397,,
INV-63322,,Vendor,19662,,12-Apr-24,,15798,,71969,,87768,,87768,,
INV-31153,,Vendor,37960,,7-Apr-24,,8726,,39753,,48479,,48479,,
INV-97328,,Vendor,15206,,4-May-24,,7666,,34924,,42590,,42590,,
INV-62352,,Vendor,86677,,1-May-24,,16635,,75782,,92417,,92417,,
INV-70880,,Vendor,19312,,10-Apr-24,,7337,,33425,,40763,,40763,,
INV-99310,,Vendor,71651,,13-Apr-24,,5576,,25400,,30976,,30976,,
INV-38282,,Vendor,48809,,30-Apr-24,,9188,,41857,,51045,,51045,,
INV-14918,,Vendor,64513,,17-Apr-24,,12023,,54769,,66792,,66792,,
INV-49945,,Vendor,86528,,28-Apr-24,,11360,,51751,,63111,,63111,,
INV-65308,,Vendor,55600,,1-May-24,,11620,,52936,,64557,,64557,,
INV-53793,,Vendor,43867,,12-Apr-24,,968,,4410,,5378,,5378,,
INV-71339,,Vendor,42877,,17-Apr-24,,1239,,5646,,6886,,6886,,
INV-59769,,Vendor,18745,,13-Apr-24,,8241,,37543,,45784,,45784,,
INV-50629,,Vendor,80887,,18-Apr-24,,8592,,39142,,47734,,47734,,
INV-38938,,Vendor,15803,,24-Apr-24,,9127,,41577,,50704,,50704,,
INV-22920,,Vendor,37501,,1-May-24,,10237,,46637,,56875,,56875,,
INV-84642,,Vendor,21720,,9-Apr-24,,6857,,31238,,38095,,38095,,
INV-83103,,Vendor,62016,,1-May-24,,2040,,9295,,11335,,11335,,
INV-55063,,Vendor,42143,,14-Apr-24,,11506,,52417,,63923,,63923,,
INV-44729,,Vendor,81511,,4-May-24,,4177,,19030,,23208,,23208,,
INV-86027,,Vendor,34730,,24-Apr-24,,1006,,4581,,5586,,5586,,
INV-49288,,Vendor,50247,,18-Apr-24,,9818,,44725,,54542,,54542,,
INV-36059,,Vendor,22371,,13-Apr-24,,15793,,71946,,87740,,87740,,
INV-53751,,Vendor,94569,,6-May-24,,4334,,19745,,24080,,24080,,
INV-61294,,Vendor,80267,,18-Apr-24,,692,,3152,,3844,,3844,,
INV-56186,,Vendor,85095,,11-Apr-24,,1614,,7354,,8968,,8968,,
INV-97224,,Vendor,52847,,15-Apr-24,,15592,,71028,,86620,,86620,,
INV-33481,,Vendor,14026,,24-Apr-24,,10698,,48736,,59434,,59434,,
INV-19399,,Vendor,50956,,8-Apr-24,,15707,,71554,,87261,,87261,,
INV-63765,,Vendor,57400,,18-Apr-24,,4278,,19490,,23768,,23768,,
INV-41868,,Vendor,46729,,6-May-24,,16226,,73920,,90146,,90146,,
INV-19068,,Vendor,25491,,19-Apr-24,,8404,,38284,,46687,,46687,,
INV-80371,,Vendor,80231,,1-May-24,,9130,,41592,,50722,,50722,,
INV-91876,,Vendor,13579,,7-Apr-24,,6974,,31772,,38747,,38747,,
INV-61612,,Vendor,34414,,26-Apr-24,,10589,,48240,,58829,,58829,,
INV-32197,,Vendor,57245,,3-May-24,,7540,,34349,,41889,,41889,,
INV-85615,,Vendor,85907,,20-Apr-24,,10493,,47803,,58296,,58296,,
INV-65521,,Vendor,43927,,17-Apr-24,,17422,,79365,,96787,,96787,,
INV-62471,,Vendor,89373,,19-Apr-24,,3834,,17468,,21302,,21302,,
INV-91985,,Vendor,63422,,15-Apr-24,,4623,,21061,,25684,,25684,,
INV-47318,,Vendor,25579,,22-Apr-24,,17552,,79957,,97509,,97509,,
INV-43232,,Vendor,85264,,25-Apr-24,,2081,,9480,,11561,,11561,,
INV-84076,,Vendor,65073,,15-Apr-24,,3756,,17109,,20865,,20865,,
INV-83050,,Vendor,24411,,27-Apr-24,,9389,,42773,,52163,,52163,,
INV-16862,,Vendor,66493,,24-Apr-24,,8185,,37286,,45470,,45470,,
INV-44465,,Vendor,75760,,11-Apr-24,,6653,,30309,,36962,,36962,,
INV-96917,,Vendor,47243,,22-Apr-24,,16457,,74970,,91427,,91427,,
INV-17079,,Vendor,56901,,30-Apr-24,,3616,,16472,,20088,,20088,,
INV-32860,,Vendor,77167,,20-Apr-24,,11260,,51297,,62557,,62557,,
INV-25204,,Vendor,48267,,2-May-24,,17975,,81884,,99858,,99858,,
INV-38114,,Vendor,69632,,17-Apr-24,,8933,,40695,,49628,,49628,,
INV-73756,,Vendor,51431,,3-May-24,,9370,,42684,,52053,,52053,,
INV-99471,,Vendor,42376,,26-Apr-24,,10367,,47228,,57595,,57595,,
INV-49738,,Vendor,71384,,4-May-24,,7209,,32842,,40052,,40052,,
INV-97784,,Vendor,95605,,12-Apr-24,,11167,,50871,,62038,,62038,,
INV-15932,,Vendor,74585,,6-May-24,,322,,1467,,1789,,1789,,
INV-21881,,Vendor,59053,,23-Apr-24,,774,,3524,,4297,,4297,,
INV-18306,,Vendor,52716,,15-Apr-24,,16670,,75939,,92609,,92609,,
INV-18036,,Vendor,72663,,21-Apr-24,,649,,2958,,3607,,3607,,
INV-47825,,Vendor,90831,,7-Apr-24,,17988,,81945,,99933,,99933,,
INV-65832,,Vendor,64212,,16-Apr-24,,11305,,51500,,62805,,62805,,
INV-75967,,Vendor,52215,,6-May-24,,3264,,14868,,18132,,18132,,
INV-81547,,Vendor,35165,,7-Apr-24,,9950,,45328,,55278,,55278,,
INV-78740,,Vendor,53852,,9-Apr-24,,3286,,14972,,18258,,18258,,
INV-56794,,Vendor,14550,,12-Apr-24,,1453,,6621,,8075,,8075,,
INV-21110,,Vendor,71944,,30-Apr-24,,15642,,71260,,86903,,86903,,
INV-19618,,Vendor,12136,,12-Apr-24,,5989,,27285,,33274,,33274,,
INV-72316,,Vendor,64531,,13-Apr-24,,15466,,70458,,85924,,85924,,
INV-21208,,Vendor,52541,,16-Apr-24,,12957,,59028,,71986,,71986,,
INV-63321,,Vendor,92683,,28-Apr-24,,6185,,28174,,34359,,34359,,
INV-56214,,Vendor,40271,,20-Apr-24,,3931,,17906,,21837,,21837,,
INV-48032,,Vendor,28449,,2-May-24,,7227,,32924,,40151,,40151,,
INV-31767,,Vendor,29965,,20-Apr-24,,4622,,21057,,25679,,25679,,
INV-49501,,Vendor,62745,,2-May-24,,14511,,66107,,80618,,80618,,
INV-19167,,Vendor,48921,,13-Apr-24,,9131,,41597,,50728,,50728,,
INV-19158,,Vendor,34744,,17-Apr-24,,3152,,14361,,17513,,17513,,
INV-24288,,Vendor,73660,,19-Apr-24,,15792,,71940,,87732,,87732,,
INV-70563,,Vendor,95909,,7-Apr-24,,16803,,76547,,93350,,93350,,
INV-36112,,Vendor,94414,,21-Apr-24,,5908,,26915,,32823,,32823,,
INV-34433,,Vendor,38554,,10-Apr-24,,2658,,12110,,14768,,14768,,
INV-36916,,Vendor,49220,,4-May-24,,5668,,25821,,31489,,31489,,
INV-45178,,Vendor,99021,,3-May-24,,1802,,8207,,10009,,10009,,
INV-41554,,Vendor,83143,,22-Apr-24,,16271,,74123,,90394,,90394,,
INV-20202,,Vendor,88310,,21-Apr-24,,10455,,47626,,58081,,58081,,
INV-64026,,Vendor,59556,,26-Apr-24,,10665,,48584,,59249,,59249,,
INV-63418,,Vendor,66672,,1-May-24,,14543,,66252,,80795,,80795,,
INV-30126,,Vendor,57023,,13-Apr-24,,5634,,25667,,31302,,31302,,
INV-39762,,Vendor,79825,,27-Apr-24,,15561,,70887,,86448,,86448,,
INV-24913,,Vendor,91632,,5-May-24,,2775,,12641,,15416,,15416,,
INV-65288,,Vendor,61616,,17-Apr-24,,1840,,8382,,10221,,10221,,
INV-79754,,Vendor,98771,,22-Apr-24,,13460,,61317,,74777,,74777,,
INV-79746,,Vendor,64048,,5-May-24,,15308,,69739,,85047,,85047,,
INV-52398,,Vendor,93987,,17-Apr-24,,3576,,16292,,19868,,19868,,
INV-28205,,Vendor,36239,,19-Apr-24,,4173,,19010,,23183,,23183,,
INV-19036,,Vendor,10764,,4-May-24,,5943,,27072,,33015,,33015,,
INV-76684,,Vendor,30862,,17-Apr-24,,5014,,22841,,27854,,27854,,
INV-55840,,Vendor,35607,,14-Apr-24,,7497,,34152,,41648,,41648,,
INV-93579,,Vendor,17391,,1-May-24,,13262,,60416,,73678,,73678,,
INV-93529,,Vendor,85128,,28-Apr-24,,2045,,9314,,11359,,11359,,
INV-78914,,Vendor,55058,,14-Apr-24,,2921,,13305,,16226,,16226,,
INV-52691,,Vendor,71361,,29-Apr-24,,8892,,40509,,49402,,49402,,
INV-56029,,Vendor,35609,,28-Apr-24,,375,,1708,,2083,,2083,,
INV-58504,,Vendor,96179,,24-Apr-24,,8158,,37165,,45323,,45323,,
INV-47308,,Vendor,44642,,17-Apr-24,,17198,,78347,,95546,,95546,,
INV-97871,,Vendor,43742,,9-Apr-24,,7778,,35432,,43210,,43210,,
INV-18981,,Vendor,65070,,26-Apr-24,,9179,,41818,,50997,,50997,,
INV-45224,,Vendor,22229,,27-Apr-24,,181,,826,,1008,,1008,,
INV-24412,,Vendor,54129,,18-Apr-24,,6572,,29940,,36512,,36512,,
INV-56163,,Vendor,37058,,26-Apr-24,,12884,,58693,,71577,,71577,,
INV-87124,,Vendor,22207,,8-Apr-24,,15410,,70203,,85614,,85614,,
INV-92278,,Vendor,56843,,11-Apr-24,,16702,,76086,,92788,,92788,,
INV-58678,,Vendor,58992,,2-May-24,,1358,,6188,,7547,,7547,,
INV-41795,,Vendor,58758,,10-Apr-24,,9506,,43307,,52814,,52814,,
INV-59286,,Vendor,32753,,21-Apr-24,,11719,,53387,,65106,,65106,,
INV-92170,,Vendor,21297,,14-Apr-24,,8317,,37886,,46203,,46203,,
INV-75181,,Vendor,72776,,20-Apr-24,,11194,,50994,,62187,,62187,,
INV-47529,,Vendor,96520,,10-Apr-24,,14818,,67502,,82320,,82320,,
INV-58024,,Vendor,19778,,27-Apr-24,,4195,,19109,,23303,,23303,,
INV-87227,,Vendor,19769,,22-Apr-24,,11401,,51939,,63340,,63340,,
INV-27402,,Vendor,89298,,12-Apr-24,,4496,,20484,,24980,,24980,,
INV-75439,,Vendor,29007,,30-Apr-24,,16952,,77227,,94179,,94179,,
INV-43878,,Vendor,25053,,11-Apr-24,,14160,,64507,,78667,,78667,,
INV-10762,,Vendor,78883,,21-Apr-24,,1794,,8173,,9967,,9967,,
INV-12887,,Vendor,10186,,9-Apr-24,,14734,,67124,,81858,,81858,,
INV-52189,,Vendor,51584,,14-Apr-24,,11891,,54172,,66064,,66064,,
INV-79923,,Vendor,60302,,15-Apr-24,,2241,,10210,,12451,,12451,,
INV-41702,,Vendor,35706,,3-May-24,,11270,,51343,,62613,,62613,,
INV-51958,,Vendor,64425,,10-Apr-24,,4467,,20350,,24817,,24817,,
INV-56535,,Vendor,65776,,6-May-24,,7937,,36156,,44093,,44093,,
INV-50292,,Vendor,97254,,22-Apr-24,,15159,,69057,,84216,,84216,,
INV-30627,,Vendor,71538,,2-May-24,,10109,,46052,,56161,,56161,,
INV-36280,,Vendor,64888,,22-Apr-24,,5442,,24793,,30236,,30236,,
INV-24982,,Vendor,66764,,23-Apr-24,,4578,,20854,,25432,,25432,,
INV-92112,,Vendor,82165,,16-Apr-24,,14834,,67577,,82411,,82411,,
INV-77009,,Vendor,14716,,14-Apr-24,,12843,,58509,,71352,,71352,,
INV-28358,,Vendor,63744,,26-Apr-24,,1888,,8600,,10488,,10488,,
INV-90705,,Vendor,73918,,29-Apr-24,,12467,,56793,,69260,,69260,,
INV-94806,,Vendor,56122,,3-May-24,,8639,,39354,,47992,,47992,,
INV-64741,,Vendor,98850,,15-Apr-24,,17126,,78017,,95143,,95143,,
INV-27609,,Vendor,24313,,25-Apr-24,,6023,,27438,,33461,,33461,,
INV-45719,,Vendor,89088,,17-Apr-24,,7309,,33299,,40608,,40608,,
INV-23165,,Vendor,30912,,19-Apr-24,,12997,,59210,,72207,,72207,,
INV-58859,,Vendor,95000,,26-Apr-24,,13309,,60630,,73939,,73939,,
INV-19957,,Vendor,16341,,21-Apr-24,,4584,,20883,,25467,,25467,,
INV-18543,,Vendor,98840,,6-May-24,,5880,,26789,,32669,,32669,,
INV-80880,,Vendor,97348,,10-Apr-24,,4796,,21850,,26646,,26646,,
INV-85999,,Vendor,50478,,11-Apr-24,,9371,,42690,,52061,,52061,,
INV-37189,,Vendor,88244,,15-Apr-24,,43,,194,,237,,237,,
INV-39219,,Vendor,49014,,5-May-24,,13677,,62306,,75983,,75983,,
INV-25527,,Vendor,19430,,17-Apr-24,,12695,,57833,,70528,,70528,,
INV-69999,,Vendor,87006,,6-May-24,,9817,,44724,,54541,,54541,,
INV-52035,,Vendor,37256,,3-May-24,,8788,,40035,,48823,,48823,,
INV-61897,,Vendor,86205,,12-Apr-24,,9137,,41623,,50759,,50759,,
INV-25251,,Vendor,46321,,2-May-24,,5234,,23844,,29077,,29077,,
INV-96886,,Vendor,25006,,14-Apr-24,,7586,,34557,,42142,,42142,,
INV-89748,,Vendor,87180,,3-May-24,,9370,,42686,,52056,,52056,,
INV-43492,,Vendor,58347,,27-Apr-24,,4635,,21114,,25749,,25749,,
INV-53029,,Vendor,37704,,28-Apr-24,,796,,3628,,4425,,4425,,
INV-21424,,Vendor,61465,,11-Apr-24,,5860,,26697,,32558,,32558,,
INV-86892,,Vendor,74671,,12-Apr-24,,14290,,65097,,79386,,79386,,
INV-60841,,Vendor,29701,,22-Apr-24,,433,,1971,,2403,,2403,,
INV-60431,,Vendor,94079,,24-Apr-24,,12203,,55590,,67792,,67792,,
INV-78119,,Vendor,85993,,16-Apr-24,,1451,,6610,,8060,,8060,,
INV-66031,,Vendor,45067,,13-Apr-24,,17720,,80722,,98442,,98442,,
INV-83832,,Vendor,71940,,15-Apr-24,,7519,,34255,,41774,,41774,,
INV-35976,,Vendor,57167,,13-Apr-24,,9037,,41168,,50205,,50205,,
INV-26864,,Vendor,44307,,22-Apr-24,,14375,,65488,,79864,,79864,,
INV-20578,,Vendor,83589,,19-Apr-24,,17078,,77801,,94879,,94879,,
INV-35685,,Vendor,93470,,4-May-24,,11666,,53143,,64809,,64809,,
INV-45983,,Vendor,85534,,13-Apr-24,,3684,,16781,,20465,,20465,,
INV-32043,,Vendor,42335,,17-Apr-24,,2913,,13269,,16181,,16181,,
INV-76523,,Vendor,30742,,15-Apr-24,,4324,,19699,,24024,,24024,,
INV-33866,,Vendor,23752,,4-May-24,,13457,,61302,,74759,,74759,,
INV-19905,,Vendor,55016,,7-Apr-24,,14261,,64966,,79226,,79226,,
INV-20488,,Vendor,28048,,16-Apr-24,,2061,,9391,,11452,,11452,,
INV-59890,,Vendor,83684,,20-Apr-24,,11986,,54604,,66591,,66591,,
INV-85080,,Vendor,65958,,28-Apr-24,,7476,,34056,,41532,,41532,,
INV-83612,,Vendor,15970,,26-Apr-24,,17943,,81738,,99681,,99681,,
INV-83975,,Vendor,25267,,22-Apr-24,,16823,,76636,,93459,,93459,,
INV-46498,,Vendor,45294,,26-Apr-24,,7512,,34220,,41732,,41732,,
INV-88039,,Vendor,93656,,18-Apr-24,,13469,,61359,,74829,,74829,,
INV-39831,,Vendor,58277,,6-May-24,,2364,,10770,,13135,,13135,,
INV-81824,,Vendor,72803,,16-Apr-24,,6383,,29079,,35462,,35462,,
INV-50494,,Vendor,75575,,21-Apr-24,,7901,,35992,,43892,,43892,,
INV-62602,,Vendor,79931,,7-Apr-24,,2910,,13256,,16166,,16166,,
INV-38897,,Vendor,39971,,19-Apr-24,,5210,,23735,,28945,,28945,,
INV-22535,,Vendor,68307,,7-Apr-24,,7143,,32543,,39686,,39686,,
INV-53981,,Vendor,28755,,22-Apr-24,,5842,,26612,,32454,,32454,,
INV-19644,,Vendor,86363,,3-May-24,,14718,,67051,,81769,,81769,,
INV-21456,,Vendor,10349,,26-Apr-24,,10923,,49758,,60681,,60681,,
INV-69128,,Vendor,70467,,30-Apr-24,,15516,,70683,,86199,,86199,,
INV-26663,,Vendor,20698,,25-Apr-24,,12361,,56311,,68672,,68672,,
INV-71122,,Vendor,14580,,26-Apr-24,,5630,,25648,,31278,,31278,,
INV-33011,,Vendor,59180,,5-May-24,,9298,,42359,,51657,,51657,,
INV-81752,,Vendor,18862,,21-Apr-24,,7514,,34232,,41747,,41747,,
INV-40480,,Vendor,56962,,4-May-24,,22,,99,,121,,121,,
INV-36813,,Vendor,81214,,8-Apr-24,,11172,,50895,,62067,,62067,,
